Australia,England,1384427,"Get cricket scorecard of 36th Match,  AUS vs ENG, ICC Cricket World Cup 2023/24 at Narendra Modi Stadium, Ahmedabad dated November 04, 2023.",Australia won by 33 runs,"Narendra Modi Stadium, Ahmedabad","ICC Cricket World Cup,Australia tour of India",2023/24,Adam Zampa,ODI no. 4693,Adrian Holdstock,Ahsan Raza,Jeff Crowe,Chris GaffaneyDRS,Marais ErasmusDRS,4 November 2023,ODI,England,elected to field first,Australia,36th,Match
team_a,team_b,scorecard_id,description,match_result,stadium,series,season,player_of_the_match,match_number,tv_umpire,reserve_umpire,match_referee,standing_umpire1,standing_umpire2,match_date,match_format,toss_won,toss_decision,winner,match_count,match_type
New Zealand,Pakistan,1384426,"Get cricket scorecard of 35th Match,  NZ vs PAK, ICC Cricket World Cup 2023/24 at M Chinnaswamy Stadium, Bengaluru dated November 04, 2023.",Pakistan won by 21 runs (DLS method),"M Chinnaswamy Stadium, Bengaluru",ICC Cricket World Cup,2023/24,Fakhar Zaman,ODI no. 4692,Richard Illingworth,Joel Wilson,Richie Richardson,Paul Wilson,Richard Kettleborough,4 November 2023,ODI,Pakistan,elected to field first,Pakistan,35th,Match
team_a,team_b,scorecard_id,description,match_result,stadium,series,season,player_of_the_match,match_number,tv_umpire,reserve_umpire,match_referee,standing_umpire1,standing_umpire2,match_date,match_format,toss_won,toss_decision,winner,match_count,match_type
Netherlands,Afghanistan,1384425,"Get cricket scorecard of 34th Match,  AFG vs NED, ICC Cricket World Cup 2023/24 at Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow dated November 03, 2023.",Afghanistan won by 7 wickets (with 111 balls remaining),"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",ICC Cricket World Cup,2023/24,Mohammad Nabi,ODI no. 4691,Michael Gough,Kumar Dharmasena,Javagal Srinath,Nitin MenonDRS,SharfuddoulaDRS,3 November 2023,ODI,Netherlands,elected to bat first,Afghanistan,34th,Match
team_a,team_b,scorecard_id,description,match_result,stadium,series,season,player_of_the_match,match_number,tv_umpire,reserve_umpire,match_referee,standing_umpire1,standing_umpire2,match_date,match_format,toss_won,toss_decision,winner,match_count,match_type
India,Sri Lanka,1384424,"Get cricket scorecard of 33rd Match,  IND vs SL, ICC Cricket World Cup 2023/24 at Wankhede Stadium, Mumbai dated November 02, 2023.",India won by 302 runs,"Wankhede Stadium, Mumbai",ICC Cricket World Cup,2023/24,Mohammed Shami,ODI no. 4690,Rod Tucker,Richard Illingworth,Jeff Crowe,Chris BrownDRS,Paul ReiffelDRS,2 November 2023,ODI,Sri Lanka,elected to field first,India,33rd,Match
team_a,team_b,scorecard_id,description,match_result,stadium,series,season,player_of_the_match,match_number,tv_umpire,reserve_umpire,match_referee,standing_umpire1,standing_umpire2,match_date,match_format,toss_won,toss_decision,winner,match_count,match_type
South Africa,New Zealand,1384423,"Get cricket scorecard of 32nd Match,  NZ vs SA, ICC Cricket World Cup 2023/24 at Maharashtra Cricket Association Stadium, Pune dated November 01, 2023.",South Africa won by 190 runs,"Maharashtra Cricket Association Stadium, Pune",ICC Cricket World Cup,2023/24,Rassie van der Dussen,ODI no. 4689,Sharfuddoula,Paul Wilson,Richie Richardson,Ahsan RazaDRS,Kumar DharmasenaDRS,1 November 2023,ODI,New Zealand,elected to field first,South Africa,32nd,Match
team_a,team_b,scorecard_id,description,match_result,stadium,series,season,player_of_the_match,match_number,tv_umpire,reserve_umpire,match_referee,standing_umpire1,standing_umpire2,match_date,match_format,toss_won,toss_decision,winner,match_count,match_type
Bangladesh,Pakistan,1384422,"Get cricket scorecard of 31st Match,  BAN vs PAK, ICC Cricket World Cup 2023/24 at Eden Gardens, Kolkata dated October 31, 2023.",Pakistan won by 7 wickets (with 105 balls remaining),"Eden Gardens, Kolkata",ICC Cricket World Cup,2023/24,Fakhar Zaman,ODI no. 4688,Adrian Holdstock,Paul Reiffel,Andy Pycroft,Nitin MenonDRS,Richard KettleboroughDRS,31 October 2023,ODI,Bangladesh,elected to bat first,Pakistan,31st,Match
team_a,team_b,scorecard_id,description,match_result,stadium,series,season,player_of_the_match,match_number,tv_umpire,reserve_umpire,match_referee,standing_umpire1,standing_umpire2,match_date,match_format,toss_won,toss_decision,winner,match_count,match_type
Sri Lanka,Afghanistan,1384421,"Get cricket scorecard of 30th Match,  AFG vs SL, ICC Cricket World Cup 2023/24 at Maharashtra Cricket Association Stadium, Pune dated October 30, 2023.",Afghanistan won by 7 wickets (with 28 balls remaining),"Maharashtra Cricket Association Stadium, Pune",ICC Cricket World Cup,2023/24,Fazalhaq Farooqi,ODI no. 4687,Alex Wharf,Marais Erasmus,Javagal Srinath,Chris GaffaneyDRS,Richard IllingworthDRS,30 October 2023,ODI,Afghanistan,elected to field first,Afghanistan,30th,Match
team_a,team_b,scorecard_id,description,match_result,stadium,series,season,player_of_the_match,match_number,tv_umpire,reserve_umpire,match_referee,standing_umpire1,standing_umpire2,match_date,match_format,toss_won,toss_decision,winner,match_count,match_type
India,England,1384420,"Get cricket scorecard of 29th Match,  IND vs ENG, ICC Cricket World Cup 2023/24 at Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow dated October 29, 2023.",India won by 100 runs,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",ICC Cricket World Cup,2023/24,Rohit Sharma,ODI no. 4686,Ahsan Raza,Chris Brown,Richie Richardson,Adrian HoldstockDRS,Rod TuckerDRS,29 October 2023,ODI,England,elected to field first,India,29th,Match
team_a,team_b,scorecard_id,description,match_result,stadium,series,season,player_of_the_match,match_number,tv_umpire,reserve_umpire,match_referee,standing_umpire1,standing_umpire2,match_date,match_format,toss_won,toss_decision,winner,match_count,match_type
Netherlands,Bangladesh,1384419,"Get cricket scorecard of 28th Match,  BAN vs NED, ICC Cricket World Cup 2023/24 at Eden Gardens, Kolkata dated October 28, 2023.",Netherlands won by 87 runs,"Eden Gardens, Kolkata",ICC Cricket World Cup,2023/24,Paul van Meekeren,ODI no. 4685,Kumar Dharmasena,Chris Gaffaney,Jeff Crowe,Joel WilsonDRS,Paul WilsonDRS,28 October 2023,ODI,Netherlands,elected to bat first,Netherlands,28th,Match
team_a,team_b,scorecard_id,description,match_result,stadium,series,season,player_of_the_match,match_number,tv_umpire,reserve_umpire,match_referee,standing_umpire1,standing_umpire2,match_date,match_format,toss_won,toss_decision,winner,match_count,match_type
Australia,New Zealand,1384418,"Get cricket scorecard of 27th Match,  AUS vs NZ, ICC Cricket World Cup 2023/24 at Himachal Pradesh Cricket Association Stadium, Dharamsala dated October 28, 2023.",Australia won by 5 runs,"Himachal Pradesh Cricket Association Stadium, Dharamsala","ICC Cricket World Cup,Australia tour of India",2023/24,Travis Head,ODI no. 4684,Nitin Menon,Michael Gough,Andy Pycroft,Marais ErasmusDRS,SharfuddoulaDRS,28 October 2023,ODI,New Zealand,elected to field first,Australia,27th,Match
team_a,team_b,scorecard_id,description,match_result,stadium,series,season,player_of_the_match,match_number,pak_player_replacement,tv_umpire,reserve_umpire,match_referee,standing_umpire1,standing_umpire2,match_date,match_format,toss_won,toss_decision,winner,match_count,match_type
Pakistan,South Africa,1384417,"Get cricket scorecard of 26th Match,  PAK vs SA, ICC Cricket World Cup 2023/24 at MA Chidambaram Stadium, Chepauk, Chennai dated October 27, 2023.",South Africa won by 1 wicket (with 16 balls remaining),"MA Chidambaram Stadium, Chepauk, Chennai",ICC Cricket World Cup,2023/24,Tabraiz Shamsi,ODI no. 4683,"Concussion sub: Usama Mir in, Shadab Khan out (2nd  innings, 14.6 ov),Usama Mir,Shadab Khan",Richard Illingworth,Richard Kettleborough,Richie Richardson,Alex WharfDRS,Paul ReiffelDRS,27 October 2023,ODI,Pakistan,elected to bat first,South Africa,26th,Match
team_a,team_b,scorecard_id,description,match_result,stadium,series,season,player_of_the_match,match_number,tv_umpire,reserve_umpire,match_referee,standing_umpire1,standing_umpire2,match_date,match_format,toss_won,toss_decision,winner,match_count,match_type
England,Sri Lanka,1384416,"Get cricket scorecard of 25th Match,  ENG vs SL, ICC Cricket World Cup 2023/24 at M Chinnaswamy Stadium, Bengaluru dated October 26, 2023.",Sri Lanka won by 8 wickets (with 146 balls remaining),"M Chinnaswamy Stadium, Bengaluru",ICC Cricket World Cup,2023/24,Lahiru Kumara,ODI no. 4682,Ahsan Raza,Rod Tucker,Javagal Srinath,Adrian HoldstockDRS,Chris BrownDRS,26 October 2023,ODI,England,elected to bat first,Sri Lanka,25th,Match
team_a,team_b,scorecard_id,description,match_result,stadium,series,season,player_of_the_match,match_number,tv_umpire,reserve_umpire,match_referee,standing_umpire1,standing_umpire2,match_date,match_format,toss_won,toss_decision,winner,match_count,match_type
Australia,Netherlands,1384415,"Get cricket scorecard of 24th Match,  AUS vs NED, ICC Cricket World Cup 2023/24 at Arun Jaitley Stadium, Delhi dated October 25, 2023.",Australia won by 309 runs,"Arun Jaitley Stadium, Delhi","ICC Cricket World Cup,Australia tour of India",2023/24,Glenn Maxwell,ODI no. 4681,Marais Erasmus,Nitin Menon,Andy Pycroft,Michael GoughDRS,SharfuddoulaDRS,25 October 2023,ODI,Australia,elected to bat first,Australia,24th,Match
team_a,team_b,scorecard_id,description,match_result,stadium,series,season,player_of_the_match,match_number,tv_umpire,reserve_umpire,match_referee,standing_umpire1,standing_umpire2,match_date,match_format,toss_won,toss_decision,winner,match_count,match_type
South Africa,Bangladesh,1384414,"Get cricket scorecard of 23rd Match,  BAN vs SA, ICC Cricket World Cup 2023/24 at Wankhede Stadium, Mumbai dated October 24, 2023.",South Africa won by 149 runs,"Wankhede Stadium, Mumbai",ICC Cricket World Cup,2023/24,Quinton de Kock,ODI no. 4680,Paul Wilson,KN Ananthapadmanabhan,Jeff Crowe,Ahsan RazaDRS,Joel WilsonDRS,24 October 2023,ODI,South Africa,elected to bat first,South Africa,23rd,Match
team_a,team_b,scorecard_id,description,match_result,stadium,series,season,player_of_the_match,match_number,tv_umpire,reserve_umpire,match_referee,standing_umpire1,standing_umpire2,match_date,match_format,toss_won,toss_decision,winner,match_count,match_type
Pakistan,Afghanistan,1384413,"Get cricket scorecard of 22nd Match,  AFG vs PAK, ICC Cricket World Cup 2023/24 at MA Chidambaram Stadium, Chepauk, Chennai dated October 23, 2023.",Afghanistan won by 8 wickets (with 6 balls remaining),"MA Chidambaram Stadium, Chepauk, Chennai",ICC Cricket World Cup,2023/24,Ibrahim Zadran,ODI no. 4679,Chris Gaffaney,Kumar Dharmasena,Richie Richardson,Paul ReiffelDRS,Rod TuckerDRS,23 October 2023,ODI,Pakistan,elected to bat first,Afghanistan,22nd,Match
team_a,team_b,scorecard_id,description,match_result,stadium,series,season,player_of_the_match,match_number,tv_umpire,reserve_umpire,match_referee,standing_umpire1,standing_umpire2,match_date,match_format,toss_won,toss_decision,winner,match_count,match_type
New Zealand,India,1384412,"Get cricket scorecard of 21st Match,  IND vs NZ, ICC Cricket World Cup 2023/24 at Himachal Pradesh Cricket Association Stadium, Dharamsala dated October 22, 2023.",India won by 4 wickets (with 12 balls remaining),"Himachal Pradesh Cricket Association Stadium, Dharamsala",ICC Cricket World Cup,2023/24,Mohammed Shami,ODI no. 4678,Paul Wilson,Praveen Sen,Andy Pycroft,Adrian HoldstockDRS,Michael GoughDRS,22 October 2023,ODI,India,elected to field first,India,21st,Match
team_a,team_b,scorecard_id,description,match_result,stadium,series,season,player_of_the_match,match_number,tv_umpire,reserve_umpire,match_referee,standing_umpire1,standing_umpire2,match_date,match_format,toss_won,toss_decision,winner,match_count,match_type
South Africa,England,1384411,"Get cricket scorecard of 20th Match,  ENG vs SA, ICC Cricket World Cup 2023/24 at Wankhede Stadium, Mumbai dated October 21, 2023.",South Africa won by 229 runs,"Wankhede Stadium, Mumbai",ICC Cricket World Cup,2023/24,Heinrich Klaasen,ODI no. 4677,Paul Reiffel,Joel Wilson,Javagal Srinath,Kumar DharmasenaDRS,Nitin MenonDRS,21 October 2023,ODI,England,elected to field first,South Africa,20th,Match
team_a,team_b,scorecard_id,description,match_result,stadium,series,season,player_of_the_match,match_number,tv_umpire,reserve_umpire,match_referee,standing_umpire1,standing_umpire2,match_date,match_format,toss_won,toss_decision,winner,match_count,match_type
Netherlands,Sri Lanka,1384410,"Get cricket scorecard of 19th Match,  NED vs SL, ICC Cricket World Cup 2023/24 at Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow dated October 21, 2023.",Sri Lanka won by 5 wickets (with 10 balls remaining),"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",ICC Cricket World Cup,2023/24,Sadeera Samarawickrama,ODI no. 4676,Rod Tucker,Chris Gaffaney,Jeff Crowe,Ahsan RazaDRS,Marais ErasmusDRS,21 October 2023,ODI,Netherlands,elected to bat first,Sri Lanka,19th,Match
team_a,team_b,scorecard_id,description,match_result,stadium,series,season,player_of_the_match,match_number,tv_umpire,reserve_umpire,match_referee,standing_umpire1,standing_umpire2,match_date,match_format,toss_won,toss_decision,winner,match_count,match_type
Australia,Pakistan,1384409,"Get cricket scorecard of 18th Match,  AUS vs PAK, ICC Cricket World Cup 2023/24 at M Chinnaswamy Stadium, Bengaluru dated October 20, 2023.",Australia won by 62 runs,"M Chinnaswamy Stadium, Bengaluru","ICC Cricket World Cup,Australia tour of India",2023/24,David Warner,ODI no. 4675,Michael Gough,Jayaraman Madanagopal,Richie Richardson,Chris BrownDRS,Richard IllingworthDRS,20 October 2023,ODI,Pakistan,elected to field first,Australia,18th,Match
team_a,team_b,scorecard_id,description,match_result,stadium,series,season,player_of_the_match,match_number,tv_umpire,reserve_umpire,match_referee,standing_umpire1,standing_umpire2,match_date,match_format,toss_won,toss_decision,winner,match_count,match_type
Bangladesh,India,1384408,"Get cricket scorecard of 17th Match,  IND vs BAN, ICC Cricket World Cup 2023/24 at Maharashtra Cricket Association Stadium, Pune dated October 19, 2023.",India won by 7 wickets (with 51 balls remaining),"Maharashtra Cricket Association Stadium, Pune",ICC Cricket World Cup,2023/24,Virat Kohli,ODI no. 4674,Kumar Dharmasena,Marais Erasmus,Andy Pycroft,Adrian HoldstockDRS,Richard KettleboroughDRS,19 October 2023,ODI,Bangladesh,elected to bat first,India,17th,Match
team_a,team_b,scorecard_id,description,match_result,stadium,series,season,player_of_the_match,match_number,tv_umpire,reserve_umpire,match_referee,standing_umpire1,standing_umpire2,match_date,match_format,toss_won,toss_decision,winner,match_count,match_type
New Zealand,Afghanistan,1384407,"Get cricket scorecard of 16th Match,  AFG vs NZ, ICC Cricket World Cup 2023/24 at MA Chidambaram Stadium, Chepauk, Chennai dated October 18, 2023.",New Zealand won by 149 runs,"MA Chidambaram Stadium, Chepauk, Chennai",ICC Cricket World Cup,2023/24,Glenn Phillips,ODI no. 4673,Richard Illingworth,Jayaraman Madanagopal,Javagal Srinath,Joel WilsonDRS,Paul WilsonDRS,18 October 2023,ODI,Afghanistan,elected to field first,New Zealand,16th,Match
team_a,team_b,scorecard_id,description,match_result,stadium,series,season,player_of_the_match,match_number,tv_umpire,reserve_umpire,match_referee,standing_umpire1,standing_umpire2,match_date,match_format,toss_won,toss_decision,winner,match_count,match_type
Netherlands,South Africa,1384406,"Get cricket scorecard of 15th Match,  NED vs SA, ICC Cricket World Cup 2023/24 at Himachal Pradesh Cricket Association Stadium, Dharamsala dated October 17, 2023.",Netherlands won by 38 runs,"Himachal Pradesh Cricket Association Stadium, Dharamsala",ICC Cricket World Cup,2023/24,Scott Edwards,ODI no. 4672,Sharfuddoula,Ahsan Raza,Jeff Crowe,Michael GoughDRS,Richard KettleboroughDRS,17 October 2023,ODI,South Africa,elected to field first,Netherlands,15th,Match
team_a,team_b,scorecard_id,description,match_result,stadium,series,season,player_of_the_match,match_number,tv_umpire,match_referee,standing_umpire1,standing_umpire2,match_date,match_format,toss_won,toss_decision,winner,match_count,match_type
Sri Lanka,Australia,1384405,"Get cricket scorecard of 14th Match,  AUS vs SL, ICC Cricket World Cup 2023/24 at Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow dated October 16, 2023.",Australia won by 5 wickets (with 88 balls remaining),"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow","ICC Cricket World Cup,Australia tour of India",2023/24,Adam Zampa,ODI no. 4671,Chris Brown,Richie Richardson,Chris GaffaneyDRS,Joel WilsonDRS,16 October 2023,ODI,Sri Lanka,elected to bat first,Australia,14th,Match
team_a,team_b,scorecard_id,description,match_result,stadium,series,season,player_of_the_match,match_number,tv_umpire,reserve_umpire,match_referee,standing_umpire1,standing_umpire2,match_date,match_format,toss_won,toss_decision,winner,match_count,match_type
Afghanistan,England,1384404,"Get cricket scorecard of 13th Match,  AFG vs ENG, ICC Cricket World Cup 2023/24 at Arun Jaitley Stadium, Delhi dated October 15, 2023.",Afghanistan won by 69 runs,"Arun Jaitley Stadium, Delhi",ICC Cricket World Cup,2023/24,Mujeeb Ur Rahman,ODI no. 4670,Paul Reiffel,Paul Wilson,Jeff Crowe,Rod TuckerDRS,SharfuddoulaDRS,15 October 2023,ODI,England,elected to field first,Afghanistan,13th,Match
team_a,team_b,scorecard_id,description,match_result,stadium,series,season,player_of_the_match,match_number,tv_umpire,reserve_umpire,match_referee,standing_umpire1,standing_umpire2,match_date,match_format,toss_won,toss_decision,winner,match_count,match_type
Pakistan,India,1384403,"Get cricket scorecard of 12th Match,  IND vs PAK, ICC Cricket World Cup 2023/24 at Narendra Modi Stadium, Ahmedabad dated October 14, 2023.",India won by 7 wickets (with 117 balls remaining),"Narendra Modi Stadium, Ahmedabad",ICC Cricket World Cup,2023/24,Jasprit Bumrah,ODI no. 4669,Richard Kettleborough,Chris Gaffaney,Andy Pycroft,Marais ErasmusDRS,Richard IllingworthDRS,14 October 2023,ODI,India,elected to field first,India,12th,Match
team_a,team_b,scorecard_id,description,match_result,stadium,series,season,player_of_the_match,match_number,tv_umpire,reserve_umpire,match_referee,standing_umpire1,standing_umpire2,match_date,match_format,toss_won,toss_decision,winner,match_count,match_type
Bangladesh,New Zealand,1384402,"Get cricket scorecard of 11th Match,  BAN vs NZ, ICC Cricket World Cup 2023/24 at MA Chidambaram Stadium, Chepauk, Chennai dated October 13, 2023.",New Zealand won by 8 wickets (with 43 balls remaining),"MA Chidambaram Stadium, Chepauk, Chennai",ICC Cricket World Cup,2023/24,Lockie Ferguson,ODI no. 4668,Michael Gough,Alex Wharf,Richie Richardson,Kumar DharmasenaDRS,Nitin MenonDRS,13 October 2023,ODI,New Zealand,elected to field first,New Zealand,11th,Match
team_a,team_b,scorecard_id,description,match_result,stadium,series,season,player_of_the_match,match_number,tv_umpire,reserve_umpire,match_referee,standing_umpire1,standing_umpire2,match_date,match_format,toss_won,toss_decision,winner,match_count,match_type
